id	org	files	has_meta	tar_meta	has_r	usable	year	month	day	journal	link
GSE115612	Mus musculus; Murid betaherpesvirus 1; Homo sapiens	H5, TSV, TXT	no	no	no	no	2018	Jun	11	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115612//suppl/filelist.txt
GSE133996	Homo sapiens	TSV	no	error_parse	no	no	2019	Jul	08	Stem Cell Reports	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133996//suppl/filelist.txt
GSE130938	Mus musculus	CSV	no	error_parse	no	no	2019	May	08	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130938//suppl/filelist.txt
GSE133015	Mus musculus	TXT	no	no	no	no	2019	Jun	19	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133015//suppl/filelist.txt
GSE122031	Homo sapiens	CSV	no	no	no	no	2018	Oct	31	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122031//suppl/filelist.txt
GSE131928	Homo sapiens	TSV, XLSX	no	no	no	no	2019	May	29	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131928//suppl/filelist.txt
GSE130422	Homo sapiens	CSV, FA	no	no	no	no	2019	Apr	29	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130422//suppl/filelist.txt
GSE130420	Homo sapiens	CSV, FA	no	no	no	no	2019	Apr	29	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130420//suppl/filelist.txt
GSE133832	Homo sapiens	TXT	no	no	no	no	2019	Jul	04	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133832//suppl/filelist.txt
GSE107723	Homo sapiens	CSV, FA	no	no	no	no	2017	Dec	05	Genome Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107723//suppl/filelist.txt
GSE102683	Homo sapiens	CSV	no	error_parse	no	no	2017	Aug	15	Cell Death Dis	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102683//suppl/filelist.txt
GSE107618	Homo sapiens	CSV	no	error_parse	no	no	2017	Dec	02	PLoS Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE107nnn/GSE107618//suppl/filelist.txt
GSE133452	Mus musculus	CSV	no	error_parse	no	no	2019	Jun	27	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133452//suppl/filelist.txt
GSE131328	Mus musculus	none	no	error_parse	no	no	2019	May	16	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131328//suppl/filelist.txt
GSE131305	Mus musculus	TXT	no	no	no	no	2019	May	16	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131305//suppl/filelist.txt
GSE130515	Mus musculus	CSV	no	error_parse	no	no	2019	Apr	30	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130515//suppl/filelist.txt
GSE133640	Mus musculus	CSV, RDATA	no	yes	yes	yes	2019	Jul	01	Circ. Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133640//suppl/filelist.txt
GSE129175	Mus musculus	CEL, H5, IDAT	no	no	no	no	2019	Apr	02	Cell Discov	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129175//suppl/filelist.txt
GSE128628	Mus musculus	H5	no	no	no	no	2019	Mar	20	Cell Discov	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128628//suppl/filelist.txt
GSE131535	Mus musculus	MTX, TSV	no	error_parse	no	no	2019	May	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131535//suppl/filelist.txt
GSE129788	Mus musculus	TXT	yes	no	no	yes	2019	Apr	15	Nat. Neurosci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129788//suppl/filelist.txt
GSE114396	Homo sapiens	CSV	no	no	no	no	2018	May	14	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114396//suppl/filelist.txt
GSE130461	Mus musculus	H5	no	no	no	no	2019	Apr	29	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130461//suppl/filelist.txt
GSE113293	Mus musculus	TXT	no	error_parse	no	no	2018	Apr	17	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113293//suppl/filelist.txt
GSE133161	Homo sapiens	TXT	no	error_parse	no	no	2019	Jun	21	Front Endocrinol (Lausanne)	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133161//suppl/filelist.txt
GSE132364	Mus musculus	PDF, R, RDATA, TXT	no	error_parse	yes	yes	2019	Jun	07	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132364//suppl/filelist.txt
GSE133371	Mus musculus	TXT	no	error_parse	no	no	2019	Jun	26	Am. J. Physiol. Renal Physiol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133371//suppl/filelist.txt
GSE130453	Mus musculus	MTX, TSV	no	no	no	no	2019	Apr	29	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130453//suppl/filelist.txt
GSE128518	Homo sapiens; Mus musculus	MTX, TSV, TXT	yes	no	no	yes	2019	Mar	19	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128518//suppl/filelist.txt
GSE108129	Mus musculus	MTX, TSV	no	no	no	no	2017	Dec	15	Genes Dev.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108129//suppl/filelist.txt
GSE113985	Mus musculus	BEDGRAPH, BIGWIG, TXT	no	no	no	no	2018	May	02	Nat. Genet.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113985//suppl/filelist.txt
GSE113983	Mus musculus	XLSX	no	error_parse	no	no	2018	May	02	Nat. Genet.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113983//suppl/filelist.txt
GSE131996	Mus musculus	BW, MTX, TSV	no	no	no	no	2019	May	30	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131996//suppl/filelist.txt
GSE124898	Homo sapiens	MTX, TSV	no	no	no	no	2019	Jan	10	Clin. Cancer Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124898//suppl/filelist.txt
GSE78924	Mus musculus	TXT	no	error_parse	no	no	2016	Mar	07	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE78nnn/GSE78924//suppl/filelist.txt
GSE123508	Mus musculus	MTX, TSV	no	error_parse	no	no	2018	Dec	07	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123508//suppl/filelist.txt
GSE132770	Mus musculus	MTX, TSV	no	no	no	no	2019	Jun	14	Nat. Immunol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132770//suppl/filelist.txt
GSE121653	Mus musculus	TSV	no	error_parse	no	no	2018	Oct	23	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121653//suppl/filelist.txt
GSE108963	Mus musculus	BW, TXT	no	no	no	no	2018	Jan	09	Circ. Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108963//suppl/filelist.txt
GSE108879	Mus musculus	TXT	no	no	no	no	2018	Jan	08	Circ. Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108879//suppl/filelist.txt
GSE133094	Homo sapiens	TSV	no	no	no	no	2019	Jun	20	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133094//suppl/filelist.txt
GSE133083	Mus musculus	CXB, TXT	no	no	no	no	2019	Jun	20	JCI Insight	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133083//suppl/filelist.txt
GSE128033	Homo sapiens	MTX, TSV	no	no	no	no	2019	Mar	07	Eur. Respir. J.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128033//suppl/filelist.txt
GSE115631	Mus musculus	TXT	no	no	no	no	2018	Jun	11	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115631//suppl/filelist.txt
GSE115467	Mus musculus	TAB	no	error_parse	no	no	2018	Jun	07	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115467//suppl/filelist.txt
GSE131935	Mus musculus	TAB	no	error_parse	no	no	2019	May	29	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131935//suppl/filelist.txt
GSE106888	Homo sapiens	XLSX	no	error_parse	no	no	2017	Nov	14	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE106nnn/GSE106888//suppl/filelist.txt
GSE132912	Mus musculus	none	no	error_parse	no	no	2019	Jun	18	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132912//suppl/filelist.txt
GSE132608	Mus musculus	MTX, TSV	no	no	no	no	2019	Jun	12	Nat. Neurosci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132608//suppl/filelist.txt
GSE129455	Mus musculus	CSV	no	error_parse	no	no	2019	Apr	08	Cancer Discov	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129455//suppl/filelist.txt
GSE125770	Homo sapiens	CEL	no	no	no	no	2019	Jan	28	Mol Metab	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125770//suppl/filelist.txt
GSE125769	Homo sapiens	TXT	no	error_parse	no	no	2019	Jan	28	Mol Metab	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125769//suppl/filelist.txt
GSE124472	Homo sapiens	TAR	no	no	no	no	2018	Dec	28	Dev. Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124472//suppl/filelist.txt
GSE122336	Mus musculus	TXT	no	no	no	no	2018	Nov	08	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122336//suppl/filelist.txt
GSE118404	Mus musculus	CSV, MTX, TSV	no	no	no	no	2018	Aug	10	Nat. Neurosci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118404//suppl/filelist.txt
GSE118403	Mus musculus	TXT	no	error_parse	no	no	2018	Aug	10	Nat. Neurosci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118403//suppl/filelist.txt
GSE117295	Mus musculus	CSV	no	no	no	no	2018	Jul	18	Nat. Neurosci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117295//suppl/filelist.txt
GSE132880	Mus musculus	TXT	no	error_parse	no	no	2019	Jun	17	Eur. Heart J.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132880//suppl/filelist.txt
GSE130609	Mus musculus	TXT	no	no	no	no	2019	May	02	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130609//suppl/filelist.txt
GSE130287	Mus musculus	MTX, TSV	no	no	no	no	2019	Apr	24	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130287//suppl/filelist.txt
GSE124395	Homo sapiens	CSV, RDATA, TXT	no	no	yes	yes	2018	Dec	26	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124395//suppl/filelist.txt
GSE132802	Homo sapiens	H5	no	no	no	no	2019	Jun	16	Nat. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132802//suppl/filelist.txt
GSE117410	Homo sapiens	CSV	yes	error_parse	no	yes	2018	Jul	19	Mol. Cancer Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117410//suppl/filelist.txt
GSE132672	Homo sapiens	TXT	no	error_parse	no	no	2019	Jun	13	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132672//suppl/filelist.txt
GSE132662	Mus musculus	CSV	no	no	no	no	2019	Jun	13	Cells	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132662//suppl/filelist.txt
GSE131668	Homo sapiens	TXT	no	no	no	no	2019	May	22	J. Biol. Chem.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131668//suppl/filelist.txt
GSE102935	Mus musculus	TXT	no	error_parse	no	no	2017	Aug	22	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE102nnn/GSE102935//suppl/filelist.txt
GSE118127	Homo sapiens	H5	no	no	no	no	2018	Aug	03	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118127//suppl/filelist.txt
GSE111898	Homo sapiens	none	no	error_parse	no	no	2018	Mar	15	J. Exp. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111898//suppl/filelist.txt
GSE111896	Homo sapiens	TXT	yes	error_parse	no	yes	2018	Mar	15	J. Exp. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111896//suppl/filelist.txt
GSE111894	Homo sapiens	TXT	no	error_parse	no	no	2018	Mar	15	J. Exp. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111894//suppl/filelist.txt
GSE111892	Homo sapiens	BW, TXT	no	error_parse	no	no	2018	Mar	15	J. Exp. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE111nnn/GSE111892//suppl/filelist.txt
GSE132581	Mus musculus	TXT	no	error_parse	no	no	2019	Jun	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132581//suppl/filelist.txt
GSE132566	Homo sapiens	TXT	no	no	no	no	2019	Jun	11	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132566//suppl/filelist.txt
GSE132504	Mus musculus	TXT	no	error_parse	no	no	2019	Jun	10	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132504//suppl/filelist.txt
GSE132462	Mus musculus	MTX, TSV	no	no	no	no	2019	Jun	10	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132462//suppl/filelist.txt
GSE132188	Mus musculus	H5, TAR	no	error_parse	no	no	2019	Jun	04	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132188//suppl/filelist.txt
GSE130950	Mus musculus	TXT	no	error_parse	no	no	2019	May	09	PLoS Comput. Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130950//suppl/filelist.txt
GSE115030	Mus musculus	RDATA, TSV	no	no	yes	yes	2018	May	29	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115030//suppl/filelist.txt
GSE132151	Mus musculus	TSV, TXT	no	error_parse	no	no	2019	Jun	04	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132151//suppl/filelist.txt
GSE131736	Homo sapiens	H5	no	no	no	no	2019	May	24	Eur. Heart J.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131736//suppl/filelist.txt
GSE130888	Homo sapiens	MTX, TSV	no	no	no	no	2019	May	08	Sci Transl Med	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130888//suppl/filelist.txt
GSE126321	Homo sapiens	MTX, TSV	no	no	no	no	2019	Feb	08	Sci Data	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126321//suppl/filelist.txt
GSE132300	Homo sapiens	TXT	no	no	no	no	2019	Jun	06	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132300//suppl/filelist.txt
GSE128627	Homo sapiens	TXT	no	no	no	no	2019	Mar	20	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128627//suppl/filelist.txt
GSE128626	Homo sapiens	TXT	no	no	no	no	2019	Mar	20	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128626//suppl/filelist.txt
GSE122084	Homo sapiens	TXT	no	no	no	no	2018	Nov	01	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122084//suppl/filelist.txt
GSE122083	Homo sapiens	TXT	no	no	no	no	2018	Nov	01	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122083//suppl/filelist.txt
GSE122058	Homo sapiens	TXT	no	no	no	no	2018	Nov	01	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122058//suppl/filelist.txt
GSE115730	Mus musculus	TXT	no	error_parse	no	no	2018	Jun	13	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115730//suppl/filelist.txt
GSE114551	Mus musculus	BW	no	no	no	no	2018	May	16	Nat. Genet.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114551//suppl/filelist.txt
GSE114549	Mus musculus	BW	no	no	no	no	2018	May	16	Nat. Genet.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114549//suppl/filelist.txt
GSE132272	Mus musculus	MTX, TSV	no	no	no	no	2019	Jun	05	Invest. Ophthalmol. Vis. Sci.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132272//suppl/filelist.txt
GSE132199	Mus musculus	CSV, MTX, TAB, TSV	no	no	no	no	2019	Jun	05	Sci Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132199//suppl/filelist.txt
GSE128639	Homo sapiens	CSV, TSV	no	no	no	no	2019	Mar	20	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128639//suppl/filelist.txt
GSE126500	Mus musculus	BEDGRAPH, TXT	no	no	no	no	2019	Feb	13	Epigenetics Chromatin	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126500//suppl/filelist.txt
GSE132172	Homo sapiens	TSV	no	error_parse	no	no	2019	Jun	04	BMC Med Genomics	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132172//suppl/filelist.txt
GSE129519	Homo sapiens	TXT	no	error_parse	no	no	2019	Apr	09	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129519//suppl/filelist.txt
GSE132042	Mus musculus	CSV, H5AD, LOOM, TAR	no	yes	no	yes	2019	May	31	error	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132042//suppl/filelist.txt
GSE126497	Mus musculus	H5	no	no	no	no	2019	Feb	13	Epigenetics Chromatin	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126497//suppl/filelist.txt
GSE131181	Mus musculus	CSV	yes	error_parse	no	yes	2019	May	14	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131181//suppl/filelist.txt
GSE129087	Mus musculus	MTX, TSV	no	error_parse	no	no	2019	Mar	30	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129087//suppl/filelist.txt
GSE131834	Mus musculus	CSV, TXT	yes	error_parse	no	yes	2019	May	28	Gut	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131834//suppl/filelist.txt
GSE129112	Homo sapiens	TXT	no	error_parse	no	no	2019	Apr	01	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129112//suppl/filelist.txt
GSE132044	Homo sapiens; Mus musculus	MTX, TSV	no	error_parse	no	no	2019	May	31	Nat. Biotechnol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132044//suppl/filelist.txt
GSE132026	Homo sapiens	none	no	error_parse	no	no	2019	May	31	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132026//suppl/filelist.txt
GSE132023	Homo sapiens	TXT	no	error_parse	no	no	2019	May	31	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132023//suppl/filelist.txt
GSE130271	Homo sapiens	XLSX	no	error_parse	no	no	2019	Apr	24	Angew. Chem. Int. Ed. Engl.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130271//suppl/filelist.txt
GSE128945	Mus musculus	XLSX	no	error_parse	no	no	2019	Mar	27	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128945//suppl/filelist.txt
GSE117826	Mus musculus; Homo sapiens	MTX, TSV, TXT	no	no	no	no	2018	Jul	27	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117826//suppl/filelist.txt
GSE117824	Homo sapiens; Mus musculus	MTX, TSV	no	no	no	no	2018	Jul	27	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE117nnn/GSE117824//suppl/filelist.txt
GSE130649	Mus musculus	MTX, TSV	no	no	no	no	2019	May	02	Stem Cell Reports	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130649//suppl/filelist.txt
GSE130578	Homo sapiens	TSV	no	no	no	no	2019	May	01	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130578//suppl/filelist.txt
GSE128241	Mus musculus	CSV, TXT	yes	error_parse	no	yes	2019	Mar	13	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128241//suppl/filelist.txt
GSE124333	Mus musculus	BW, TAB	no	no	no	no	2018	Dec	24	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124333//suppl/filelist.txt
GSE124322	Mus musculus	TAB	no	no	no	no	2018	Dec	23	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124322//suppl/filelist.txt
GSE122900	Mus musculus	CSV	no	error_parse	no	no	2018	Nov	25	J. Am. Soc. Nephrol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122900//suppl/filelist.txt
GSE120771	Mus musculus; Homo sapiens	BED, HIC, TXT	no	error_parse	no	no	2018	Oct	02	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE120nnn/GSE120771//suppl/filelist.txt
GSE115149	Homo sapiens	H5	no	error_parse	no	no	2018	May	31	Leukemia	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE115nnn/GSE115149//suppl/filelist.txt
GSE99537	Mus musculus	TXT	no	error_parse	no	no	2017	Jun	01	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE99nnn/GSE99537//suppl/filelist.txt
GSE131685	Homo sapiens	MTX, TSV	no	no	no	no	2019	May	23	Sci Data	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131685//suppl/filelist.txt
GSE130606	Mus musculus	CSV, MTX, TSV	no	error_parse	no	no	2019	May	02	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130606//suppl/filelist.txt
GSE122403	Mus musculus	MTX, TSV	no	no	no	no	2018	Nov	09	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122403//suppl/filelist.txt
GSE116001	Mus musculus	CSV	no	error_parse	no	no	2018	Jun	19	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116001//suppl/filelist.txt
GSE131841	Homo sapiens	TXT	no	error_parse	no	no	2019	May	28	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131841//suppl/filelist.txt
GSE126128	Mus musculus	CSV	no	error_parse	no	no	2019	Feb	05	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126128//suppl/filelist.txt
GSE123103	Mus musculus	CSV	no	error_parse	no	no	2018	Nov	29	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123103//suppl/filelist.txt
GSE123813	Homo sapiens	TXT	yes	error_parse	no	yes	2018	Dec	13	Nat. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123813//suppl/filelist.txt
GSE123812	Homo sapiens	TXT	no	error_parse	no	no	2018	Dec	13	Nat. Med.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123812//suppl/filelist.txt
GSE131662	Homo sapiens	XLSX	no	error_parse	no	no	2019	May	22	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131662//suppl/filelist.txt
GSE131271	Mus musculus	XLSX	no	error_parse	no	no	2019	May	15	Life Sci Alliance	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131271//suppl/filelist.txt
GSE128423	Mus musculus	MTX, TSV	no	no	no	no	2019	Mar	18	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128423//suppl/filelist.txt
GSE100412	Mus musculus	TXT	no	error_parse	no	no	2017	Jun	23	Life Sci Alliance	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE100nnn/GSE100412//suppl/filelist.txt
GSE118614	Mus musculus	MTX, TSV	no	error_parse	no	no	2018	Aug	15	Neuron	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118614//suppl/filelist.txt
GSE113336	Homo sapiens	BIGBED, BW	no	no	no	no	2018	Apr	18	Mol. Syst. Biol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE113nnn/GSE113336//suppl/filelist.txt
GSE131450	Mus musculus	TXT	no	no	no	no	2019	May	20	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131450//suppl/filelist.txt
GSE130473	Homo sapiens	CSV	no	error_parse	no	no	2019	Apr	30	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130473//suppl/filelist.txt
GSE127914	Mus musculus	none	no	error_parse	no	no	2019	Mar	06	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE127nnn/GSE127914//suppl/filelist.txt
GSE126770	Mus musculus	CNT, CSV, TXT	no	error_parse	no	no	2019	Feb	19	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE126nnn/GSE126770//suppl/filelist.txt
GSE122843	Mus musculus	TXT, XLSX	no	error_parse	no	no	2018	Nov	22	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE122nnn/GSE122843//suppl/filelist.txt
GSE110901	Mus musculus	HIC, NARROWPEAK	no	no	no	no	2018	Feb	20	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110901//suppl/filelist.txt
GSE110899	Mus musculus	TXT	no	error_parse	no	no	2018	Feb	20	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE110nnn/GSE110899//suppl/filelist.txt
