id	org	files	has_meta	tar_meta	has_r	usable	year	month	day	journal	link
GSE156210	Mus musculus	TXT	no	error_parse	no	no	2020	Aug	13	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156210//suppl/filelist.txt
GSE149224	Homo sapiens	CSV, TXT	yes	error_parse	no	yes	2020	Apr	23	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149224//suppl/filelist.txt
GSE147559	Mus musculus	TXT	no	no	no	no	2020	Mar	26	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147559//suppl/filelist.txt
GSE141526	Homo sapiens	MTX, TSV	no	no	no	no	2019	Dec	05	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141526//suppl/filelist.txt
GSE156150	Homo sapiens	CSV, TSV	no	error_parse	no	no	2020	Aug	12	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156150//suppl/filelist.txt
GSE156136	Mus musculus	MTX, TSV	no	no	no	no	2020	Aug	12	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156136//suppl/filelist.txt
GSE156135	Mus musculus	MTX, TSV	no	error_parse	no	no	2020	Aug	12	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE156nnn/GSE156135//suppl/filelist.txt
GSE151710	Mus musculus	H5, TSV	yes	no	no	yes	2020	Jun	03	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151710//suppl/filelist.txt
GSE149655	Homo sapiens	MTX, TSV, TXT	no	no	no	no	2020	Apr	30	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149655//suppl/filelist.txt
GSE148633	Homo sapiens	CSV, MTX, TSV	no	error_parse	no	no	2020	Apr	14	Nature	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148633//suppl/filelist.txt
GSE146043	Mus musculus	MTX, TSV, TXT	no	no	no	no	2020	Feb	27	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146043//suppl/filelist.txt
GSE145243	Mus musculus	TXT	no	error_parse	no	no	2020	Feb	13	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145243//suppl/filelist.txt
GSE145242	Mus musculus	TXT	no	error_parse	no	no	2020	Feb	13	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145242//suppl/filelist.txt
GSE145241	Mus musculus	MTX, RDS, TSV	no	error_parse	yes	yes	2020	Feb	13	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145241//suppl/filelist.txt
GSE152022	Mus musculus	CSV, MTX, TSV	no	yes	no	yes	2020	Jun	08	Cancer Immunol Res	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152022//suppl/filelist.txt
GSE151921	Homo sapiens	XLS	no	error_parse	no	no	2020	Jun	05	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151921//suppl/filelist.txt
GSE150877	Mus musculus; Homo sapiens	TAR, TXT	no	no	no	no	2020	May	19	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150877//suppl/filelist.txt
GSE150876	Mus musculus; Homo sapiens	TAR	no	no	no	no	2020	May	19	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150876//suppl/filelist.txt
GSE150872	Mus musculus	TXT	yes	no	no	yes	2020	May	19	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150872//suppl/filelist.txt
GSE137236	Mus musculus	CSV	yes	error_parse	no	yes	2019	Sep	10	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE137nnn/GSE137236//suppl/filelist.txt
GSE152555	Mus musculus	MTX, TSV	no	no	no	no	2020	Jun	16	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152555//suppl/filelist.txt
GSE150235	Mus musculus	TSV	no	no	no	no	2020	May	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150235//suppl/filelist.txt
GSE150234	Homo sapiens	TXT	no	no	no	no	2020	May	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150234//suppl/filelist.txt
GSE150233	Homo sapiens	MTX, TSV	no	no	no	no	2020	May	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150233//suppl/filelist.txt
GSE148113	Homo sapiens	MTX, TSV	no	no	no	no	2020	Apr	06	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148113//suppl/filelist.txt
GSE147975	Homo sapiens	MTX, TSV	no	no	no	no	2020	Apr	02	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147975//suppl/filelist.txt
GSE144273	Mus musculus	MTX, TSV	no	no	no	no	2020	Jan	27	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144273//suppl/filelist.txt
GSE143813	Mus musculus	TXT	no	error_parse	no	no	2020	Jan	16	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143813//suppl/filelist.txt
GSE133097	Homo sapiens	TXT	no	no	no	no	2019	Jun	20	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133097//suppl/filelist.txt
GSE132338	Homo sapiens	MTX, RDS, TXT	no	error_parse	yes	yes	2019	Jun	06	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132338//suppl/filelist.txt
GSE154037	Homo sapiens	TXT, XLSX	yes	no	no	yes	2020	Jul	08	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154037//suppl/filelist.txt
GSE151669	Homo sapiens	H5, TXT	no	no	no	no	2020	Jun	02	JCI Insight	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151669//suppl/filelist.txt
GSE145095	Mus musculus; Homo sapiens	CSV, MTX, TSV	no	yes	no	yes	2020	Feb	11	JCI Insight	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145095//suppl/filelist.txt
GSE134388	Homo sapiens; Mus musculus	BB, MTX, TSV, TXT, XLSX	no	no	no	no	2019	Jul	17	Proc. Natl. Acad. Sci. U.S.A.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE134nnn/GSE134388//suppl/filelist.txt
GSE123366	Mus musculus	MTX, TSV	no	no	no	no	2018	Dec	05	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123366//suppl/filelist.txt
GSE132355	Mus musculus	CSV, MTX, RDS, TSV, TXT	no	no	yes	yes	2019	Jun	07	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132355//suppl/filelist.txt
GSE155886	Homo sapiens; Mus musculus	TSV	no	error_parse	no	no	2020	Aug	07	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155886//suppl/filelist.txt
GSE155884	Homo sapiens	TXT	no	error_parse	no	no	2020	Aug	07	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155884//suppl/filelist.txt
GSE150383	Mus musculus	MTX, TSV	no	no	no	no	2020	May	12	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150383//suppl/filelist.txt
GSE155814	Mus musculus	TAR	no	no	no	no	2020	Aug	06	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155814//suppl/filelist.txt
GSE155794	Mus musculus	TAR	no	no	no	no	2020	Aug	06	Development	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155794//suppl/filelist.txt
GSE155673	Homo sapiens	CSV, MTX, TSV	no	error_parse	no	no	2020	Aug	04	Science	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155673//suppl/filelist.txt
GSE140890	Mus musculus	TXT	no	error_parse	no	no	2019	Nov	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140890//suppl/filelist.txt
GSE155669	Mus musculus	MTX, TSV	no	no	no	no	2020	Aug	04	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155669//suppl/filelist.txt
GSE155249	Homo sapiens	CSV, H5, H5AD, TXT	yes	no	no	yes	2020	Jul	28	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155249//suppl/filelist.txt
GSE129308	Homo sapiens	CSV, H5	no	no	no	no	2019	Apr	03	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE129nnn/GSE129308//suppl/filelist.txt
GSE155678	Mus musculus	BED, MTX, TSV	no	no	no	no	2020	Aug	04	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155678//suppl/filelist.txt
GSE155602	Mus musculus	TXT	no	no	no	no	2020	Aug	03	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155602//suppl/filelist.txt
GSE155569	Mus musculus	MTX, TSV	no	no	no	no	2020	Aug	03	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155569//suppl/filelist.txt
GSE155275	Mus musculus	CSV	no	error_parse	no	no	2020	Jul	28	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155275//suppl/filelist.txt
GSE141733	Mus musculus	CLOUPE	no	no	no	no	2019	Dec	10	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141733//suppl/filelist.txt
GSE141732	Mus musculus	CLOUPE	no	no	no	no	2019	Dec	10	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141732//suppl/filelist.txt
GSE108677	Mus musculus	MTX, TSV	no	no	no	no	2018	Jan	02	Cell Stem Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE108nnn/GSE108677//suppl/filelist.txt
GSE154136	Homo sapiens	TXT	no	no	no	no	2020	Jul	09	Respir. Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154136//suppl/filelist.txt
GSE152018	Mus musculus	MTX, TSV	no	no	no	no	2020	Jun	08	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152018//suppl/filelist.txt
GSE149133	Homo sapiens	TAR	no	no	no	no	2020	Apr	22	JCI Insight	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149133//suppl/filelist.txt
GSE147397	Homo sapiens	MTX, TSV	no	error_parse	no	no	2020	Mar	23	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147397//suppl/filelist.txt
GSE147395	Homo sapiens	TXT	no	error_parse	no	no	2020	Mar	23	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147395//suppl/filelist.txt
GSE147394	Homo sapiens	TXT	no	error_parse	no	no	2020	Mar	23	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147394//suppl/filelist.txt
GSE145031	Mus musculus	MTX, TSV	no	error_parse	no	no	2020	Feb	10	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145031//suppl/filelist.txt
GSE144468	Mus musculus	MTX, TSV	no	error_parse	no	no	2020	Jan	29	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144468//suppl/filelist.txt
GSE138544	Homo sapiens	TXT	no	error_parse	no	no	2019	Oct	07	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE138nnn/GSE138544//suppl/filelist.txt
GSE152989	Mus musculus; Pogona vitticeps	TAB	no	error_parse	no	no	2020	Jun	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152989//suppl/filelist.txt
GSE148837	Homo sapiens	CSV, TAR	yes	no	no	yes	2020	Apr	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148837//suppl/filelist.txt
GSE148505	Mus musculus	TXT	no	error_parse	no	no	2020	Apr	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148505//suppl/filelist.txt
GSE123405	Homo sapiens	TXT	no	no	no	no	2018	Dec	06	Respir. Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE123nnn/GSE123405//suppl/filelist.txt
GSE155506	Homo sapiens	TXT	no	error_parse	no	no	2020	Jul	31	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155506//suppl/filelist.txt
GSE153916	Mus musculus	CSV	no	yes	no	yes	2020	Jul	07	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153916//suppl/filelist.txt
GSE153771	Mus musculus	MTX, TSV	no	no	no	no	2020	Jul	03	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153771//suppl/filelist.txt
GSE153770	Mus musculus	MTX, TSV	no	no	no	no	2020	Jul	03	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153770//suppl/filelist.txt
GSE149527	Mus musculus	CSV	no	no	no	no	2020	Apr	28	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149527//suppl/filelist.txt
GSE147766	Homo sapiens	CSV	no	no	no	no	2020	Mar	30	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147766//suppl/filelist.txt
GSE143158	Homo sapiens	CSV	no	no	no	no	2020	Jan	06	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143158//suppl/filelist.txt
GSE143002	Homo sapiens	CSV	no	no	no	no	2020	Jan	03	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143002//suppl/filelist.txt
GSE142999	Homo sapiens	CSV	no	no	no	no	2020	Jan	03	Immunity	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142999//suppl/filelist.txt
GSE142797	Mus musculus	H5	no	no	no	no	2019	Dec	31	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142797//suppl/filelist.txt
GSE136441	Mus musculus	MTX, TSV	no	no	no	no	2019	Aug	27	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136441//suppl/filelist.txt
GSE135737	Mus musculus	H5	no	no	no	no	2019	Aug	12	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135737//suppl/filelist.txt
GSE131169	Homo sapiens	NARROWPEAK, TXT	no	no	no	no	2019	May	14	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE131nnn/GSE131169//suppl/filelist.txt
GSE130070	Homo sapiens	MTX, TSV	no	error_parse	no	no	2019	Apr	19	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE130nnn/GSE130070//suppl/filelist.txt
GSE118312	Mus musculus; Homo sapiens	TXT	no	error_parse	no	no	2018	Aug	08	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE118nnn/GSE118312//suppl/filelist.txt
GSE103111	Homo sapiens	TXT	no	no	no	no	2017	Aug	25	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE103nnn/GSE103111//suppl/filelist.txt
GSE155499	Mus musculus	TAR	no	no	no	no	2020	Jul	31	Cell Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155499//suppl/filelist.txt
GSE149356	Homo sapiens	CSV, MTX, RDS, TSV	no	no	yes	yes	2020	Apr	26	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE149nnn/GSE149356//suppl/filelist.txt
GSE141862	Homo sapiens	TXT	no	no	no	no	2019	Dec	11	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141862//suppl/filelist.txt
GSE141017	Mus musculus; Homo sapiens	CSV	no	no	no	no	2019	Nov	26	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141017//suppl/filelist.txt
GSE128738	Mus musculus	CSV	no	error_parse	no	no	2019	Mar	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE128nnn/GSE128738//suppl/filelist.txt
GSE125969	Homo sapiens	TSV	yes	error_parse	no	yes	2019	Jan	31	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE125nnn/GSE125969//suppl/filelist.txt
GSE121371	Mus musculus	CSV	no	error_parse	no	no	2018	Oct	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE121nnn/GSE121371//suppl/filelist.txt
GSE151346	Mus musculus	CSV, TSV	yes	error_parse	no	yes	2020	May	28	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151346//suppl/filelist.txt
GSE148360	Mus musculus	CSV	no	error_parse	no	no	2020	Apr	09	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148360//suppl/filelist.txt
GSE145326	Homo sapiens	MTX, TSV	no	no	no	no	2020	Feb	14	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145326//suppl/filelist.txt
GSE143528	Mus musculus	none	no	error_parse	no	no	2020	Jan	13	Science	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143528//suppl/filelist.txt
GSE143526	Mus musculus	RDS	no	error_parse	yes	yes	2020	Jan	13	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143526//suppl/filelist.txt
GSE143524	Mus musculus	TXT	no	error_parse	no	no	2020	Jan	13	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE143nnn/GSE143524//suppl/filelist.txt
GSE135076	Homo sapiens	TXT	yes	error_parse	no	yes	2019	Jul	30	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE135nnn/GSE135076//suppl/filelist.txt
GSE155261	Mus musculus	TSV	no	yes	no	yes	2020	Jul	28	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155261//suppl/filelist.txt
GSE145633	Homo sapiens	CSV	no	no	no	no	2020	Feb	20	Sci Rep	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145633//suppl/filelist.txt
GSE142480	Mus musculus	CSV	no	no	no	no	2019	Dec	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE142nnn/GSE142480//suppl/filelist.txt
GSE116947	Homo sapiens	CSV, MTX, TSV	no	error_parse	no	no	2018	Jul	11	J Immunother Cancer	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116947//suppl/filelist.txt
GSE116946	Homo sapiens	CSV	no	error_parse	no	no	2018	Jul	11	J Immunother Cancer	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE116nnn/GSE116946//suppl/filelist.txt
GSE155212	Homo sapiens	CSV	no	error_parse	no	no	2020	Jul	27	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155212//suppl/filelist.txt
GSE151511	Homo sapiens	TAR	no	no	no	no	2020	May	31	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE151nnn/GSE151511//suppl/filelist.txt
GSE150992	Homo sapiens	TAR	no	no	no	no	2020	May	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150992//suppl/filelist.txt
GSE136752	Mus musculus	MTX, TSV	no	error_parse	no	no	2019	Sep	03	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE136nnn/GSE136752//suppl/filelist.txt
GSE155089	Mus musculus	BEDGRAPH, BIGWIG, COV	no	no	no	no	2020	Jul	24	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155089//suppl/filelist.txt
GSE155088	Mus musculus	CLOUPE, CSV	no	error_parse	no	no	2020	Jul	24	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155088//suppl/filelist.txt
GSE155081	Mus musculus	TXT	no	no	no	no	2020	Jul	24	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155081//suppl/filelist.txt
GSE155079	Mus musculus	XLSX	no	error_parse	no	no	2020	Jul	24	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE155nnn/GSE155079//suppl/filelist.txt
GSE154654	Mus musculus	TXT	no	no	no	no	2020	Jul	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154654//suppl/filelist.txt
GSE148212	Homo sapiens	MTX, TSV	no	no	no	no	2020	Apr	07	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148212//suppl/filelist.txt
GSE148115	Mus musculus	MTX, TSV	no	no	no	no	2020	Apr	06	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE148nnn/GSE148115//suppl/filelist.txt
GSE147525	Mus musculus	XLSX	no	error_parse	no	no	2020	Mar	25	J. Am. Soc. Nephrol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147525//suppl/filelist.txt
GSE146988	Mus musculus	XLSX	no	error_parse	no	no	2020	Mar	15	J. Am. Soc. Nephrol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146988//suppl/filelist.txt
GSE146165	Homo sapiens	TXT	no	no	no	no	2020	Mar	02	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE146nnn/GSE146165//suppl/filelist.txt
GSE144038	Mus musculus	TXT	no	no	no	no	2020	Jan	22	Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144038//suppl/filelist.txt
GSE140572	Homo sapiens	TXT	no	no	no	no	2019	Nov	18	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE140nnn/GSE140572//suppl/filelist.txt
GSE133230	Mus musculus	TSV	no	error_parse	no	no	2019	Jun	24	Neuron	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE133nnn/GSE133230//suppl/filelist.txt
GSE154989	Mus musculus	CSV, H5	yes	error_parse	no	yes	2020	Jul	23	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154989//suppl/filelist.txt
GSE154978	Mus musculus	CSV, H5	yes	error_parse	no	yes	2020	Jul	23	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154978//suppl/filelist.txt
GSE154977	Mus musculus	CSV, H5	yes	error_parse	no	yes	2020	Jul	23	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154977//suppl/filelist.txt
GSE152607	Mus musculus	H5, TBI, TSV	no	no	no	no	2020	Jun	16	Cancer Cell	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE152nnn/GSE152607//suppl/filelist.txt
GSE147262	Mus musculus	CSV, TAR	no	no	no	no	2020	Mar	20	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE147nnn/GSE147262//suppl/filelist.txt
GSE132047	Mus musculus	CSV	no	no	no	no	2019	May	31	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132047//suppl/filelist.txt
GSE114704	Homo sapiens	TSV	no	error_parse	no	no	2018	May	21	Mol. Cancer Ther.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE114nnn/GSE114704//suppl/filelist.txt
GSE154930	Homo sapiens	TXT	no	error_parse	no	no	2020	Jul	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154930//suppl/filelist.txt
GSE154921	Mus musculus	TXT	no	no	no	no	2020	Jul	22	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154921//suppl/filelist.txt
GSE150644	Mus musculus	NARROWPEAK, TXT	no	no	no	no	2020	May	15	Circulation	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE150nnn/GSE150644//suppl/filelist.txt
GSE154870	Homo sapiens	CSV, GFF3	yes	no	no	yes	2020	Jul	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154870//suppl/filelist.txt
GSE154869	Homo sapiens	CSV, GFF3	no	yes	no	yes	2020	Jul	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154869//suppl/filelist.txt
GSE154868	Mus musculus	CSV, GFF3	yes	no	no	yes	2020	Jul	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154868//suppl/filelist.txt
GSE154832	Mus musculus	XLSX	no	error_parse	no	no	2020	Jul	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154832//suppl/filelist.txt
GSE154826	Homo sapiens	CSV	yes	error_parse	no	yes	2020	Jul	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154826//suppl/filelist.txt
GSE154817	Mus musculus	MTX, TSV	no	no	no	no	2020	Jul	21	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154817//suppl/filelist.txt
GSE154659	Mus musculus	RDS	no	error_parse	yes	yes	2020	Jul	17	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE154nnn/GSE154659//suppl/filelist.txt
GSE153931	Homo sapiens	TXT	yes	error_parse	no	yes	2020	Jul	07	bioRxiv	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE153nnn/GSE153931//suppl/filelist.txt
GSE145927	Homo sapiens	CSV	yes	no	no	yes	2020	Feb	25	J. Am. Soc. Nephrol.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145927//suppl/filelist.txt
GSE145273	Mus musculus	TSV	no	error_parse	no	no	2020	Feb	13	NA	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145273//suppl/filelist.txt
GSE145177	Mus musculus	BED, TSV, TXT	no	no	no	no	2020	Feb	12	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE145nnn/GSE145177//suppl/filelist.txt
GSE144923	Mus musculus	TSV, TXT	yes	no	no	yes	2020	Feb	07	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144923//suppl/filelist.txt
GSE144919	Mus musculus	TSV, TXT	yes	no	no	yes	2020	Feb	07	Elife	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE144nnn/GSE144919//suppl/filelist.txt
GSE141038	Mus musculus	MTX, TSV	no	error_parse	no	no	2019	Nov	26	Circ. Res.	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE141nnn/GSE141038//suppl/filelist.txt
GSE132092	Mus musculus	CSV	no	no	no	no	2019	Jun	03	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE132nnn/GSE132092//suppl/filelist.txt
GSE124488	Mus musculus	CSV, TXT	no	no	no	no	2018	Dec	29	Nat Commun	ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE124nnn/GSE124488//suppl/filelist.txt
