id	year	usable	usable2
GSE127774	2019	yes	object
GSE127794	2019	no	no
GSE127803	2019	no	no
GSE127813	2019	no	no
GSE127832	2019	no	no
GSE127888	2019	no	no
GSE127898	2019	no	no
GSE127918	2019	no	no
GSE127943	2019	no	no
GSE127963	2019	no	no
GSE127969	2019	no	no
GSE127975	2019	no	no
GSE127997	2019	no	no
GSE128003	2019	no	no
GSE128033	2019	no	no
GSE128040	2019	no	no
GSE128066	2019	no	no
GSE128074	2019	no	no
GSE128089	2019	no	no
GSE128147	2019	no	no
GSE128169	2019	no	no
GSE128175	2019	no	no
GSE128223	2019	no	no
GSE128241	2019	no	meta
GSE128243	2019	no	no
GSE128273	2019	no	no
GSE128276	2019	no	no
GSE128306	2019	no	no
GSE128331	2019	no	no
GSE128334	2019	no	no
GSE128357	2019	no	no
GSE128393	2019	no	no
GSE128416	2019	no	no
GSE128423	2019	no	no
GSE128464	2019	yes	meta
GSE128518	2019	yes	meta
GSE128525	2019	yes	object
GSE128531	2019	no	no
GSE128553	2019	no	no
GSE128565	2019	yes	object
GSE128639	2019	no	no
GSE128671	2019	no	no
GSE128691	2019	no	no
GSE128738	2019	no	no
GSE128743	2019	no	no
GSE128762	2019	no	no
GSE128790	2019	no	no
GSE128791	2019	no	no
GSE128793	2019	no	no
GSE128794	2019	no	no
GSE128818	2019	no	no
GSE128822	2019	no	no
GSE128855	2019	no	no
GSE128879	2019	no	no
GSE128890	2019	no	no
GSE128892	2019	no	no
GSE128908	2019	no	no
GSE128916	2019	no	no
GSE128933	2019	no	no
GSE128934	2019	no	no
GSE128944	2019	no	no
GSE128963	2019	no	no
GSE128971	2019	no	no
GSE128974	2019	no	no
GSE128982	2019	no	no
GSE128985	2019	no	no
GSE128987	2019	no	no
GSE128991	2019	no	meta
GSE128992	2019	no	no
GSE129007	2019	no	no
GSE129057	2019	no	no
GSE129064	2019	no	no
GSE129087	2019	no	no
GSE129096	2019	no	no
GSE129105	2019	no	no
GSE129106	2019	no	no
GSE129112	2019	no	no
GSE129114	2019	no	no
GSE129122	2019	no	no
GSE129125	2019	no	no
GSE129139	2019	no	no
GSE129150	2019	no	no
GSE129170	2019	no	no
GSE129175	2019	no	no
GSE129178	2019	no	no
GSE129213	2019	no	no
GSE129214	2019	yes	meta
GSE129218	2019	no	no
GSE129225	2019	no	no
GSE129256	2019	no	no
GSE129257	2019	no	no
GSE129299	2019	no	no
GSE129308	2019	no	no
GSE129371	2019	no	no
GSE129447	2019	no	no
GSE129451	2019	no	no
GSE129455	2019	no	no
GSE129516	2019	no	no
GSE129517	2019	no	no
GSE129519	2019	no	no
GSE129570	2019	no	no
GSE129578	2019	no	no
GSE129581	2019	yes	meta
GSE129583	2019	no	no
GSE129584	2019	no	no
GSE129605	2019	no	no
GSE129609	2019	no	no
GSE129611	2019	no	no
GSE129653	2019	no	no
GSE129662	2019	no	no
GSE129726	2019	no	no
GSE129730	2019	no	no
GSE129738	2019	no	no
GSE129740	2019	no	no
GSE129762	2019	no	no
GSE129763	2019	no	no
GSE129773	2019	no	no
GSE129774	2019	no	no
GSE129788	2019	yes	meta
GSE129798	2019	no	no
GSE129825	2019	no	no
GSE129826	2019	no	no
GSE129845	2019	no	no
GSE129857	2019	no	no
GSE129914	2019	yes	meta
GSE129921	2019	no	no
GSE129927	2019	no	no
GSE129933	2019	yes	meta
GSE129937	2019	no	no
GSE129981	2019	no	no
GSE129987	2019	no	no
GSE130000	2019	no	no
GSE130001	2019	no	no
GSE130008	2019	yes	meta
GSE130009	2019	yes	meta
GSE130025	2019	no	no
GSE130037	2019	no	no
GSE130045	2019	no	no
GSE130050	2019	no	no
GSE130065	2019	no	no
GSE130070	2019	no	no
GSE130075	2019	no	no
GSE130077	2019	no	no
GSE130105	2019	no	no
GSE130113	2019	no	no
GSE130114	2019	yes	meta
GSE130116	2019	no	no
GSE130117	2019	no	no
GSE130118	2019	no	no
GSE130146	2019	no	no
GSE130148	2019	yes	meta
GSE130151	2019	no	no
GSE130157	2019	no	no
GSE130180	2019	no	no
GSE130212	2019	no	no
GSE130228	2019	no	no
GSE130238	2019	no	no
GSE130287	2019	no	no
GSE130289	2019	no	no
GSE130298	2019	no	no
GSE130312	2019	yes	meta
GSE130318	2019	no	no
GSE130341	2019	no	no
GSE130346	2019	no	no
GSE130355	2019	no	no
GSE130430	2019	no	no
GSE130439	2019	no	no
GSE130453	2019	no	no
GSE130461	2019	no	no
GSE130473	2019	no	no
GSE130504	2019	no	no
GSE130515	2019	no	no
GSE130526	2019	yes	object
GSE130554	2019	no	no
GSE130566	2019	no	no
GSE130593	2019	no	no
GSE130597	2019	no	no
GSE130606	2019	no	no
GSE130609	2019	no	no
GSE130626	2019	no	no
GSE130636	2019	no	no
GSE130646	2019	no	no
GSE130649	2019	no	no
GSE130653	2019	yes	meta
GSE130664	2019	no	no
GSE130682	2019	yes	meta
GSE130708	2019	no	no
GSE130756	2019	no	no
GSE130772	2019	no	no
GSE130784	2019	no	no
GSE130785	2019	no	no
GSE130812	2019	no	no
GSE130822	2019	no	no
GSE130842	2019	no	no
GSE130850	2019	no	no
GSE130875	2019	no	meta
GSE130879	2019	no	no
GSE130880	2019	no	no
GSE130881	2019	no	no
GSE130888	2019	no	no
GSE130896	2019	no	no
GSE130919	2019	no	no
GSE130938	2019	no	no
GSE130950	2019	no	no
GSE130966	2019	no	no
GSE130973	2019	yes	object
GSE130977	2019	no	no
GSE131007	2019	no	no
GSE131038	2019	yes	object
GSE131059	2019	no	no
GSE131086	2019	no	no
GSE131094	2019	no	no
GSE131099	2019	no	no
GSE131134	2019	no	no
GSE131135	2019	yes	object
GSE131136	2019	yes	meta
GSE131155	2019	no	no
GSE131181	2019	yes	meta
GSE131183	2019	no	no
GSE131204	2019	yes	object
GSE131271	2019	no	no
GSE131272	2019	no	no
GSE131285	2019	no	no
GSE131305	2019	no	no
GSE131309	2019	yes	meta
GSE131339	2019	no	no
GSE131351	2019	yes	meta
GSE131365	2019	no	no
GSE131391	2019	no	no
GSE131409	2019	no	no
GSE131416	2019	no	no
GSE131434	2019	no	no
GSE131450	2019	no	no
GSE131498	2019	no	no
GSE131508	2019	no	no
GSE131535	2019	no	no
GSE131569	2019	no	no
GSE131593	2019	no	no
GSE131629	2019	no	no
GSE131630	2019	no	no
GSE131662	2019	no	no
GSE131668	2019	no	no
GSE131685	2019	no	no
GSE131696	2019	no	no
GSE131702	2019	no	no
GSE131714	2019	no	no
GSE131734	2019	no	no
GSE131736	2019	no	no
GSE131780	2019	no	no
GSE131800	2019	no	no
GSE131834	2019	yes	meta
GSE131841	2019	no	no
GSE131847	2019	no	no
GSE131882	2019	yes	object
GSE131886	2019	no	no
GSE131907	2019	yes	meta
GSE131909	2019	no	no
GSE131927	2019	no	no
GSE131928	2019	no	no
GSE131935	2019	no	no
GSE131957	2019	yes	meta
GSE131971	2019	no	no
GSE131983	2019	no	no
GSE131984	2019	yes	meta
GSE131987	2019	no	no
GSE131996	2019	no	no
GSE132023	2019	no	no
GSE132044	2019	no	no
GSE132045	2019	no	no
GSE132065	2019	no	no
GSE132067	2019	no	no
GSE132080	2019	yes	meta
GSE132105	2019	no	no
GSE132122	2019	no	no
GSE132133	2019	no	no
GSE132146	2019	no	no
GSE132149	2019	no	no
GSE132151	2019	no	no
GSE132164	2019	no	no
GSE132166	2019	yes	meta
GSE132172	2019	no	no
GSE132184	2019	no	no
GSE132188	2019	yes	object
GSE132199	2019	no	no
GSE132224	2019	no	no
GSE132229	2019	no	no
GSE132238	2019	no	no
GSE132255	2019	no	no
GSE132257	2019	yes	meta
GSE132272	2019	no	no
GSE132273	2019	no	no
GSE132274	2019	no	no
GSE132326	2019	no	no
GSE132329	2019	no	no
GSE132338	2019	yes	meta
GSE132355	2019	yes	object
GSE132357	2019	no	no
GSE132364	2019	yes	object
GSE132394	2019	no	no
GSE132396	2019	no	no
GSE132402	2019	no	no
GSE132438	2019	no	no
GSE132462	2019	no	no
GSE132465	2019	yes	meta
GSE132504	2019	no	no
GSE132507	2019	no	no
GSE132509	2019	no	no
GSE132525	2019	no	no
GSE132533	2019	no	no
GSE132573	2019	no	no
GSE132581	2019	no	no
GSE132582	2019	no	no
GSE132589	2019	no	no
GSE132642	2019	no	no
GSE132649	2019	no	no
GSE132658	2019	no	no
GSE132662	2019	no	no
GSE132672	2019	no	no
GSE132730	2019	yes	meta
GSE132745	2019	no	no
GSE132757	2019	no	no
GSE132758	2019	no	no
GSE132770	2019	no	no
GSE132771	2019	no	no
GSE132798	2019	no	no
GSE132802	2019	no	no
GSE132803	2019	no	no
GSE132815	2019	no	no
GSE132867	2019	no	no
GSE132880	2019	no	no
GSE132901	2019	no	no
GSE132904	2019	no	no
GSE132910	2019	no	no
GSE132914	2019	no	no
GSE132925	2019	no	no
GSE132943	2019	no	no
GSE132950	2019	no	no
GSE132959	2019	no	no
GSE132999	2019	no	no
GSE133015	2019	no	no
GSE133018	2019	no	no
GSE133022	2019	no	no
GSE133028	2019	no	no
GSE133054	2019	no	no
GSE133079	2019	no	no
GSE133083	2019	no	no
GSE133094	2019	no	no
GSE133161	2019	no	no
GSE133167	2019	no	no
GSE133181	2019	no	no
GSE133204	2019	no	no
GSE133230	2019	no	no
GSE133232	2019	no	no
GSE133233	2019	yes	meta
GSE133244	2019	yes	meta
GSE133329	2019	no	no
GSE133341	2019	yes	meta
GSE133344	2019	no	no
GSE133345	2019	yes	meta
GSE133371	2019	no	no
GSE133433	2019	no	no
GSE133449	2019	no	no
GSE133452	2019	no	no
GSE133466	2019	no	no
GSE133486	2019	yes	meta
GSE133512	2019	no	no
GSE133531	2019	yes	meta
GSE133549	2019	yes	meta
GSE133604	2019	no	no
GSE133640	2019	yes	meta
GSE133699	2019	no	no
GSE133706	2019	no	no
GSE133707	2019	no	no
GSE133743	2019	no	no
GSE133747	2019	no	no
GSE133773	2019	no	no
GSE133832	2019	no	no
GSE133856	2019	no	no
GSE133894	2019	no	no
GSE133912	2019	yes	meta
GSE133926	2019	no	no
GSE133948	2019	yes	meta
GSE133953	2019	no	no
GSE133992	2019	no	no
GSE133996	2019	no	no
GSE134004	2019	no	no
GSE134009	2019	no	no
GSE134049	2019	no	no
GSE134058	2019	no	no
GSE134134	2019	no	no
GSE134139	2019	no	no
GSE134144	2019	no	no
GSE134157	2019	no	no
GSE134163	2019	no	no
GSE134174	2019	yes	meta
GSE134179	2019	no	no
GSE134180	2019	no	no
GSE134181	2019	no	no
GSE134240	2019	no	no
GSE134242	2019	no	meta
GSE134260	2019	no	no
GSE134269	2019	no	no
GSE134273	2019	no	no
GSE134286	2019	no	no
GSE134288	2019	no	no
GSE134311	2019	no	no
GSE134331	2019	no	no
GSE134339	2019	no	no
GSE134350	2019	no	no
GSE134355	2019	no	no
GSE134365	2019	no	no
GSE134388	2019	no	no
GSE134419	2019	no	no
GSE134420	2019	no	no
GSE134432	2019	no	no
GSE134439	2019	yes	object
GSE134450	2019	no	no
GSE134479	2019	no	no
GSE134482	2019	no	no
GSE134483	2019	no	no
GSE134520	2019	no	no
GSE134523	2019	no	no
GSE134540	2019	no	no
GSE134555	2019	no	no
GSE134557	2019	no	no
GSE134570	2019	no	no
GSE134571	2019	yes	object
GSE134576	2019	no	no
GSE134577	2019	no	no
GSE134688	2019	no	no
GSE134690	2019	no	no
GSE134705	2019	yes	meta
GSE134706	2019	no	no
GSE134722	2019	no	no
GSE134726	2019	no	no
GSE134731	2019	no	no
GSE134738	2019	no	no
GSE134757	2019	yes	meta
GSE134758	2019	yes	meta
GSE134791	2019	no	no
GSE134809	2019	no	no
GSE134837	2019	no	no
GSE134881	2019	no	no
GSE134883	2019	yes	meta
GSE134902	2019	no	no
GSE134904	2019	no	no
GSE134912	2019	no	no
GSE134918	2019	no	no
GSE134997	2019	no	no
GSE135044	2019	no	no
GSE135060	2019	no	no
GSE135092	2019	no	no
GSE135096	2019	no	no
GSE135132	2019	no	no
GSE135133	2019	no	no
GSE135142	2019	no	no
GSE135143	2019	no	no
GSE135167	2019	no	no
GSE135185	2019	no	no
GSE135186	2019	no	no
GSE135194	2019	no	no
GSE135202	2019	no	no
GSE135240	2019	no	no
GSE135253	2019	no	no
GSE135289	2019	no	no
GSE135296	2019	yes	meta
GSE135300	2019	no	no
GSE135310	2019	no	no
GSE135325	2019	no	no
GSE135330	2019	no	no
GSE135356	2019	no	no
GSE135382	2019	yes	meta
GSE135394	2019	no	no
GSE135399	2019	no	no
GSE135406	2019	no	no
GSE135414	2019	no	no
GSE135429	2019	no	no
GSE135437	2019	no	no
GSE135461	2019	no	no
GSE135495	2019	no	no
GSE135497	2019	no	no
GSE135500	2019	no	no
GSE135507	2019	no	no
GSE135513	2019	no	no
GSE135520	2019	no	no
GSE135553	2019	no	no
GSE135564	2019	no	no
GSE135595	2019	yes	meta
GSE135618	2019	no	no
GSE135622	2019	no	no
GSE135663	2019	no	no
GSE135701	2019	no	no
GSE135703	2019	yes	meta
GSE135704	2019	no	no
GSE135710	2019	no	no
GSE135716	2019	no	no
GSE135737	2019	no	no
GSE135761	2019	no	no
GSE135769	2019	no	no
GSE135779	2019	no	no
GSE135780	2019	no	no
GSE135781	2019	no	no
GSE135801	2019	no	no
GSE135810	2019	no	no
GSE135814	2019	no	no
GSE135851	2019	no	no
GSE135893	2019	yes	meta
GSE135897	2019	no	no
GSE135922	2019	no	no
GSE135929	2019	no	no
GSE135985	2019	no	no
GSE135992	2019	no	no
GSE136001	2019	no	no
GSE136005	2019	no	no
GSE136028	2019	no	no
GSE136049	2019	yes	meta
GSE136088	2019	no	no
GSE136103	2019	no	no
GSE136109	2019	no	no
GSE136121	2019	no	no
GSE136125	2019	no	no
GSE136148	2019	no	no
GSE136154	2019	no	no
GSE136160	2019	no	no
GSE136162	2019	no	no
GSE136196	2019	no	no
GSE136206	2019	no	no
GSE136220	2019	no	no
GSE136225	2019	yes	meta
GSE136230	2019	yes	meta
GSE136239	2019	no	no
GSE136314	2019	no	no
GSE136341	2019	no	no
GSE136353	2019	no	no
GSE136376	2019	no	no
GSE136394	2019	no	no
GSE136441	2019	no	no
GSE136447	2019	no	no
GSE136455	2019	no	no
GSE136546	2019	no	no
GSE136580	2019	no	no
GSE136610	2019	no	no
GSE136611	2019	no	no
GSE136636	2019	no	no
GSE136641	2019	no	no
GSE136656	2019	yes	object
GSE136659	2019	no	no
GSE136679	2019	no	no
GSE136689	2019	yes	meta
GSE136718	2019	no	no
GSE136720	2019	no	no
GSE136723	2019	no	no
GSE136732	2019	no	no
GSE136747	2019	no	no
GSE136752	2019	no	no
GSE136795	2019	no	no
GSE136800	2019	no	no
GSE136802	2019	yes	meta
GSE136805	2019	yes	object
GSE136831	2019	yes	meta
GSE136867	2019	no	no
GSE136871	2019	no	no
GSE136874	2019	no	no
GSE136880	2019	yes	meta
GSE136900	2019	no	no
GSE136915	2019	no	no
GSE136954	2019	no	no
GSE136970	2019	no	no
GSE136973	2019	no	no
GSE136974	2019	no	no
GSE136979	2019	no	no
GSE137007	2019	no	no
GSE137010	2019	no	no
GSE137015	2019	no	no
GSE137026	2019	no	no
GSE137029	2019	no	no
GSE137073	2019	no	no
GSE137076	2019	no	no
GSE137082	2019	no	no
GSE137101	2019	yes	meta
GSE137116	2019	yes	meta
GSE137165	2019	yes	meta
GSE137167	2019	no	no
GSE137208	2019	no	no
GSE137236	2019	yes	meta
GSE137275	2019	yes	meta
GSE137299	2019	no	no
GSE137337	2019	no	no
GSE137349	2019	no	no
GSE137353	2019	no	no
GSE137391	2019	no	no
GSE137400	2019	no	no
GSE137462	2019	no	no
GSE137476	2019	no	no
GSE137478	2019	no	no
GSE137496	2019	no	no
GSE137512	2019	no	no
GSE137524	2019	no	no
GSE137525	2019	no	no
GSE137540	2019	yes	meta
GSE137545	2019	no	no
GSE137554	2019	yes	meta
GSE137572	2019	no	no
GSE137586	2019	no	no
GSE137597	2019	no	no
GSE137620	2019	no	no
GSE137659	2019	no	no
GSE137671	2019	no	no
GSE137672	2019	no	no
GSE137699	2019	no	no
GSE137710	2019	yes	meta
GSE137720	2019	no	no
GSE137749	2019	no	no
GSE137758	2019	no	no
GSE137759	2019	no	no
GSE137763	2019	no	no
GSE137770	2019	no	no
GSE137784	2019	no	no
GSE137786	2019	no	no
GSE137787	2019	no	no
GSE137791	2019	no	no
GSE137792	2019	no	no
GSE137793	2019	no	no
GSE137795	2019	no	no
GSE137799	2019	no	no
GSE137804	2019	yes	meta
GSE137805	2019	no	no
GSE137811	2019	no	no
GSE137818	2019	no	no
GSE137829	2019	no	no
GSE137847	2019	yes	meta
GSE137864	2019	no	no
GSE137869	2019	no	no
GSE137876	2019	no	no
GSE137877	2019	no	no
GSE137908	2019	no	no
GSE137909	2019	yes	meta
GSE137912	2019	yes	meta
GSE137927	2019	no	no
GSE137941	2019	no	no
GSE137950	2019	no	no
GSE137961	2019	no	no
GSE137971	2019	no	no
GSE137986	2019	no	no
GSE138002	2019	no	no
GSE138025	2019	no	no
GSE138027	2019	yes	meta
GSE138033	2019	no	no
GSE138121	2019	no	no
GSE138156	2019	no	no
GSE138181	2019	no	no
GSE138222	2019	yes	meta
GSE138227	2019	no	no
GSE138228	2019	no	no
GSE138243	2019	no	no
GSE138246	2019	no	no
GSE138266	2019	no	no
GSE138270	2019	no	no
GSE138302	2019	no	no
GSE138381	2019	no	no
GSE138474	2019	yes	object
GSE138504	2019	yes	object
GSE138515	2019	yes	meta
GSE138536	2019	yes	meta
GSE138544	2019	no	no
GSE138585	2019	no	no
GSE138626	2019	no	no
GSE138628	2019	no	no
GSE138629	2019	no	no
GSE138651	2019	no	no
GSE138665	2019	no	no
GSE138680	2019	no	no
GSE138693	2019	no	no
GSE138707	2019	no	no
GSE138709	2019	no	no
GSE138718	2019	no	no
GSE138748	2019	no	no
GSE138791	2019	no	no
GSE138794	2019	yes	meta
GSE138811	2019	yes	meta
GSE138826	2019	yes	object
GSE138832	2019	no	no
GSE138833	2019	no	no
GSE138835	2019	no	no
GSE138838	2019	no	no
GSE138852	2019	no	no
GSE138857	2019	no	no
GSE138867	2019	no	no
GSE138881	2019	no	no
GSE138891	2019	no	no
GSE138892	2019	no	no
GSE138902	2019	no	no
GSE138904	2019	no	no
GSE138941	2019	no	no
GSE138975	2019	no	no
GSE138979	2019	no	no
GSE139013	2019	no	no
GSE139034	2019	no	no
GSE139035	2019	no	no
GSE139042	2019	yes	meta
GSE139046	2019	no	no
GSE139065	2019	yes	object
GSE139079	2019	no	no
GSE139088	2019	no	no
GSE139103	2019	no	no
GSE139125	2019	yes	meta
GSE139161	2019	no	no
GSE139168	2019	no	no
GSE139181	2019	no	no
GSE139186	2019	no	no
GSE139193	2019	no	no
GSE139200	2019	yes	meta
GSE139218	2019	no	no
GSE139229	2019	no	no
GSE139231	2019	no	no
GSE139248	2019	no	no
GSE139249	2019	no	no
GSE139265	2019	no	no
GSE139275	2019	no	no
GSE139280	2019	no	no
GSE139318	2019	no	no
GSE139324	2019	no	no
GSE139328	2019	no	no
GSE139342	2019	no	no
GSE139382	2019	no	no
GSE139389	2019	no	no
GSE139412	2019	yes	object
GSE139448	2019	no	no
GSE139492	2019	no	no
GSE139495	2019	yes	meta
GSE139506	2019	no	no
GSE139512	2019	no	no
GSE139522	2019	no	no
GSE139535	2019	no	no
GSE139549	2019	no	no
GSE139550	2019	no	no
GSE139555	2019	yes	meta
GSE139558	2019	no	no
GSE139598	2019	yes	meta
GSE139600	2019	no	no
GSE139658	2019	no	no
GSE139659	2019	no	no
GSE139819	2019	no	no
GSE139827	2019	no	no
GSE139829	2019	no	no
GSE139842	2019	yes	meta
GSE139891	2019	no	no
GSE139914	2019	no	no
GSE139944	2019	yes	meta
GSE139999	2019	no	no
GSE140010	2019	no	no
GSE140021	2019	no	no
GSE140023	2019	yes	meta
GSE140026	2019	no	no
GSE140032	2019	no	no
GSE140061	2019	no	no
GSE140091	2019	no	no
GSE140123	2019	no	no
GSE140128	2019	no	no
GSE140130	2019	no	no
GSE140133	2019	yes	meta
GSE140151	2019	no	no
GSE140182	2019	no	no
GSE140203	2019	yes	meta
GSE140222	2019	no	no
GSE140228	2019	no	no
GSE140231	2019	no	no
GSE140262	2019	yes	meta
GSE140312	2019	no	no
GSE140348	2019	yes	meta
GSE140393	2019	no	no
GSE140405	2019	no	no
GSE140431	2019	yes	meta
GSE140440	2019	no	no
GSE140468	2019	yes	meta
GSE140493	2019	no	no
GSE140511	2019	no	no
GSE140512	2019	yes	meta
GSE140553	2019	no	no
GSE140628	2019	yes	object
GSE140793	2019	no	no
GSE140795	2019	no	no
GSE140802	2019	yes	meta
GSE140807	2019	no	no
GSE140811	2019	no	no
GSE140812	2019	no	no
GSE140816	2019	no	no
GSE140819	2019	yes	meta
GSE140822	2019	no	no
GSE140879	2019	no	no
GSE140881	2019	no	no
GSE140883	2019	no	no
GSE140890	2019	no	no
GSE140896	2019	no	no
GSE140946	2019	no	no
GSE140956	2019	no	no
GSE140968	2019	no	no
GSE140989	2019	no	no
GSE141017	2019	no	no
GSE141018	2019	no	no
GSE141026	2019	yes	object
GSE141030	2019	no	meta
GSE141031	2019	no	no
GSE141036	2019	no	no
GSE141038	2019	no	no
GSE141044	2019	no	no
GSE141105	2019	no	no
GSE141111	2019	yes	meta
GSE141115	2019	no	no
GSE141117	2019	yes	meta
GSE141141	2019	no	no
GSE141157	2019	no	no
GSE141173	2019	yes	meta
GSE141175	2019	no	no
GSE141183	2019	no	no
GSE141238	2019	no	no
GSE141259	2019	no	no
GSE141263	2019	no	no
GSE141275	2019	no	no
GSE141284	2019	no	no
GSE141299	2019	yes	meta
GSE141330	2019	yes	object
GSE141348	2019	no	no
GSE141383	2019	no	no
GSE141428	2019	no	no
GSE141445	2019	no	no
GSE141457	2019	no	no
GSE141460	2019	no	no
GSE141471	2019	no	no
GSE141472	2019	no	no
GSE141526	2019	no	no
GSE141532	2019	no	no
GSE141533	2019	no	no
GSE141552	2019	no	no
GSE141590	2019	no	no
GSE141634	2019	no	no
GSE141664	2019	no	no
GSE141665	2019	no	no
GSE141692	2019	no	no
GSE141701	2019	no	no
GSE141728	2019	no	no
GSE141730	2019	no	no
GSE141732	2019	no	no
GSE141776	2019	no	no
GSE141786	2019	yes	meta
GSE141807	2019	no	no
GSE141810	2019	no	no
GSE141811	2019	no	no
GSE141814	2019	no	no
GSE141832	2019	no	no
GSE141834	2019	no	no
GSE141851	2019	no	no
GSE141856	2019	no	no
GSE141862	2019	no	no
GSE141895	2019	no	no
GSE141896	2019	no	no
GSE141922	2019	no	no
GSE141928	2019	no	no
GSE141946	2019	yes	meta
GSE141982	2019	no	no
GSE142016	2019	no	no
GSE142047	2019	no	no
GSE142074	2019	no	no
GSE142078	2019	no	no
GSE142113	2019	no	no
GSE142116	2019	no	no
GSE142119	2019	no	no
GSE142143	2019	yes	meta
GSE142168	2019	yes	object
GSE142180	2019	no	no
GSE142184	2019	no	no
GSE142199	2019	no	no
GSE142200	2019	no	no
GSE142212	2019	no	no
GSE142213	2019	no	no
GSE142233	2019	no	no
GSE142235	2019	no	no
GSE142243	2019	no	no
GSE142244	2019	no	no
GSE142245	2019	yes	meta
GSE142267	2019	yes	meta
GSE142274	2019	no	no
GSE142277	2019	no	no
GSE142286	2019	no	no
GSE142341	2019	no	no
GSE142345	2019	no	no
GSE142347	2019	no	no
GSE142356	2019	no	no
GSE142392	2019	no	no
GSE142418	2019	no	no
GSE142420	2019	no	no
GSE142423	2019	no	no
GSE142425	2019	no	no
GSE142435	2019	no	no
GSE142449	2019	no	no
GSE142451	2019	no	no
GSE142471	2019	no	no
GSE142480	2019	no	no
GSE142483	2019	no	no
GSE142484	2019	no	no
GSE142489	2019	no	no
GSE142500	2019	no	no
GSE142515	2019	no	no
GSE142523	2019	no	no
GSE142526	2019	no	no
GSE142538	2019	no	no
GSE142541	2019	yes	meta
GSE142546	2019	no	no
GSE142564	2019	yes	meta
GSE142581	2019	no	no
GSE142585	2019	no	no
GSE142613	2019	no	no
GSE142637	2019	no	no
GSE142653	2019	no	no
GSE142655	2019	yes	object
GSE142694	2019	no	no
GSE142745	2019	no	no
GSE142750	2019	no	no
GSE142754	2019	no	no
GSE142768	2019	no	no
GSE142784	2019	no	no
GSE142787	2019	yes	object
GSE142788	2019	no	no
GSE142797	2019	no	no
GSE142838	2020	no	no
GSE142845	2020	no	no
GSE142853	2020	no	no
GSE142858	2020	no	no
GSE142873	2020	no	no
GSE142999	2020	no	no
GSE143002	2020	no	no
GSE143038	2020	no	no
GSE143140	2020	no	no
GSE143148	2020	no	no
GSE143158	2020	no	no
GSE143167	2020	no	no
GSE143190	2020	no	no
GSE143214	2020	no	no
GSE143221	2020	no	no
GSE143295	2020	no	no
GSE143317	2020	no	no
GSE143337	2020	no	no
GSE143353	2020	no	no
GSE143355	2020	no	no
GSE143356	2020	no	no
GSE143366	2020	no	no
GSE143380	2020	no	no
GSE143417	2020	no	no
GSE143423	2020	yes	meta
GSE143435	2020	yes	meta
GSE143437	2020	yes	meta
GSE143452	2020	no	no
GSE143453	2020	no	no
GSE143476	2020	yes	meta
GSE143492	2020	no	no
GSE143524	2020	no	no
GSE143526	2020	yes	object
GSE143545	2020	no	no
GSE143607	2020	yes	object
GSE143624	2020	no	no
GSE143636	2020	no	no
GSE143637	2020	no	no
GSE143663	2020	no	no
GSE143669	2020	no	no
GSE143685	2020	no	no
GSE143686	2020	no	no
GSE143704	2020	yes	meta
GSE143705	2020	no	no
GSE143706	2020	no	no
GSE143750	2020	no	no
GSE143753	2020	yes	object
GSE143758	2020	no	no
GSE143783	2020	no	no
GSE143796	2020	no	no
GSE143802	2020	no	no
GSE143806	2020	no	no
GSE143813	2020	no	no
GSE143817	2020	no	no
GSE143818	2020	no	no
GSE143868	2020	no	no
GSE143877	2020	no	no
GSE143880	2020	no	no
GSE143888	2020	no	no
GSE143913	2020	no	no
GSE143916	2020	no	no
GSE143920	2020	no	no
GSE143949	2020	no	no
GSE143960	2020	no	no
GSE143988	2020	no	no
GSE143997	2020	no	no
GSE144009	2020	no	no
GSE144024	2020	no	no
GSE144027	2020	no	no
GSE144038	2020	no	no
GSE144085	2020	no	no
GSE144097	2020	yes	meta
GSE144136	2020	no	meta
GSE144170	2020	no	no
GSE144172	2020	no	no
GSE144173	2020	no	no
GSE144174	2020	no	no
GSE144191	2020	yes	object
GSE144216	2020	yes	object
GSE144222	2020	no	no
GSE144240	2020	yes	meta
GSE144270	2020	no	no
GSE144271	2020	no	no
GSE144273	2020	no	no
GSE144299	2020	no	no
GSE144306	2020	no	no
GSE144317	2020	yes	meta
GSE144320	2020	yes	meta
GSE144351	2020	no	no
GSE144357	2020	yes	meta
GSE144384	2020	no	no
GSE144411	2020	no	no
GSE144420	2020	no	no
GSE144430	2020	no	no
GSE144434	2020	no	no
GSE144444	2020	no	no
GSE144468	2020	no	no
GSE144469	2020	yes	meta
GSE144471	2020	no	no
GSE144477	2020	no	no
GSE144481	2020	no	no
GSE144482	2020	yes	meta
GSE144494	2020	no	no
GSE144495	2020	no	no
GSE144507	2020	no	no
GSE144508	2020	yes	meta
GSE144528	2020	no	no
GSE144568	2020	yes	object
GSE144572	2020	no	no
GSE144635	2020	no	no
GSE144636	2020	no	no
GSE144637	2020	no	no
GSE144678	2020	no	no
GSE144705	2020	no	no
GSE144707	2020	no	no
GSE144720	2020	no	no
GSE144730	2020	no	no
GSE144734	2020	no	no
GSE144735	2020	yes	meta
GSE144744	2020	yes	meta
GSE144769	2020	no	no
GSE144820	2020	no	no
GSE144827	2020	no	no
GSE144870	2020	no	no
GSE144890	2020	no	no
GSE144897	2020	no	no
GSE144908	2020	no	no
GSE144944	2020	no	no
GSE144980	2020	no	no
GSE145013	2020	yes	meta
