id	year	usable	usable2
GSE161685	2020	yes	object
GSE161722	2020	no	no
GSE161738	2020	yes	object
GSE161751	2020	no	no
GSE161758	2020	no	no
GSE161855	2020	no	no
GSE161894	2020	no	no
GSE161901	2020	no	no
GSE161918	2020	yes	meta
GSE161933	2020	yes	meta
GSE161934	2020	no	no
GSE161936	2020	yes	object
GSE161937	2020	no	no
GSE161947	2020	yes	meta
GSE162025	2020	yes	meta
GSE162033	2020	no	no
GSE162035	2020	no	no
GSE162045	2020	no	no
GSE162049	2020	no	no
GSE162053	2020	no	no
GSE162054	2020	no	no
GSE162073	2020	no	no
GSE162075	2020	no	no
GSE162086	2020	yes	meta
GSE162097	2020	no	no
GSE162098	2020	no	no
GSE162115	2020	no	no
GSE162121	2020	yes	object
GSE162182	2020	yes	meta
GSE162208	2020	no	no
GSE162234	2020	no	no
GSE162238	2020	yes	meta
GSE162263	2020	no	no
GSE162308	2020	yes	meta
GSE162334	2020	no	no
GSE162335	2020	yes	meta
GSE162379	2020	no	no
GSE162418	2020	no	no
GSE162432	2020	no	no
GSE162467	2020	yes	object
GSE162498	2020	yes	object
GSE162499	2020	yes	meta
GSE162511	2020	no	no
GSE162512	2020	no	no
GSE162621	2020	no	no
GSE162654	2020	yes	meta
GSE162663	2020	no	no
GSE162685	2020	yes	meta
GSE162686	2020	yes	meta
GSE162726	2020	no	no
GSE162806	2020	no	no
GSE162807	2020	no	no
GSE162933	2020	no	no
GSE162952	2020	no	no
GSE162979	2020	no	no
GSE162992	2020	no	no
GSE163005	2020	yes	meta
GSE163014	2020	no	no
GSE163018	2020	yes	meta
GSE163028	2020	no	no
GSE163029	2020	no	no
GSE163089	2020	yes	meta
GSE163108	2020	yes	meta
GSE163120	2020	yes	meta
GSE163121	2020	no	no
GSE163155	2020	no	no
GSE163194	2020	no	no
GSE163282	2020	no	no
GSE163323	2020	no	no
GSE163367	2020	no	no
GSE163394	2020	no	no
GSE163423	2020	no	no
GSE163429	2020	no	no
GSE163430	2020	no	no
GSE163445	2020	no	no
GSE163493	2020	no	no
GSE163519	2020	no	no
GSE163532	2020	yes	meta
GSE163536	2020	no	no
GSE163572	2020	no	no
GSE163602	2020	no	no
GSE163650	2020	no	no
GSE163668	2020	no	no
GSE163678	2020	no	no
GSE163744	2020	no	no
GSE163750	2020	no	no
GSE163762	2020	no	no
GSE163764	2020	no	no
GSE163793	2020	no	no
GSE163794	2020	no	no
GSE163830	2020	no	no
GSE163834	2020	no	no
GSE163856	2020	yes	object
GSE163919	2020	yes	meta
GSE163952	2020	yes	object
GSE163974	2020	no	no
GSE164010	2020	no	no
GSE164015	2020	no	no
GSE164026	2020	no	no
GSE164033	2020	yes	meta
GSE164041	2020	no	no
GSE164044	2020	no	no
GSE164092	2020	yes	meta
GSE164106	2020	no	no
GSE164108	2020	no	no
GSE164110	2020	no	no
GSE164131	2020	no	no
GSE36552	2012	no	no
GSE38198	2012	no	no
GSE38495	2012	no	no
GSE39821	2012	no	no
GSE41265	2012	no	no
GSE42268	2012	no	no
GSE42564	2012	no	no
GSE44183	2013	no	no
GSE44618	2013	no	no
GSE45719	2013	no	no
GSE46226	2013	no	no
GSE46805	2013	no	no
GSE46817	2013	no	no
GSE46980	2013	no	no
GSE47835	2013	no	no
GSE48968	2013	no	no
GSE49321	2013	no	no
GSE49592	2013	no	no
GSE49607	2013	no	no
GSE51025	2013	no	no
GSE51254	2013	no	no
GSE51372	2013	no	no
GSE52359	2013	no	no
GSE52525	2013	no	no
GSE52529	2013	no	no
GSE52564	2013	no	no
GSE52583	2013	no	no
GSE52717	2013	no	no
GSE53386	2013	no	no
GSE53638	2013	no	no
GSE54006	2014	no	no
GSE54695	2014	no	no
GSE55291	2014	no	no
GSE55343	2014	no	no
GSE55939	2014	no	no
GSE56586	2014	no	no
GSE56638	2014	no	no
GSE57049	2014	no	meta
GSE57249	2014	no	no
GSE57609	2014	no	no
GSE57694	2014	no	no
GSE57872	2014	no	no
GSE58057	2014	no	no
GSE58652	2014	no	no
GSE59114	2014	no	no
GSE59127	2014	no	no
GSE59129	2014	no	no
GSE59130	2014	no	no
GSE59715	2014	no	no
GSE59739	2014	no	no
GSE60066	2014	no	no
GSE60297	2014	no	no
GSE60361	2014	no	meta
GSE60407	2014	no	no
GSE60749	2014	no	no
GSE60768	2014	no	no
GSE60781	2014	no	no
GSE61288	2014	no	no
GSE61300	2014	no	no
GSE61346	2014	no	no
GSE61470	2014	no	no
GSE61533	2014	no	no
GSE61844	2014	no	no
GSE62050	2014	no	no
GSE62270	2014	no	no
GSE62408	2014	no	no
GSE62952	2014	no	no
GSE63093	2014	no	no
GSE63161	2014	no	no
GSE63180	2014	no	no
GSE63266	2014	no	no
GSE63269	2014	yes	meta
GSE63472	2014	yes	meta
GSE63576	2014	no	no
GSE63681	2014	no	no
GSE63796	2014	no	no
GSE63818	2014	no	no
GSE64002	2014	no	no
GSE64016	2014	no	no
GSE64292	2014	no	no
GSE64677	2015	no	no
GSE64960	2015	no	no
GSE65160	2015	no	no
GSE65364	2015	no	no
GSE65481	2015	no	no
GSE65525	2015	no	no
GSE65528	2015	no	no
GSE65529	2015	no	no
GSE65530	2015	no	no
GSE65924	2015	no	no
GSE65970	2015	no	no
GSE66053	2015	no	no
GSE66202	2015	no	no
GSE66217	2015	no	no
GSE66343	2015	no	no
GSE66357	2015	no	no
GSE66390	2015	no	no
GSE66507	2015	no	no
GSE66688	2015	no	no
GSE66693	2015	yes	meta
GSE66694	2015	no	no
GSE66763	2015	no	no
GSE67123	2015	yes	meta
GSE67259	2015	no	no
GSE67310	2015	yes	meta
GSE67602	2015	no	no
GSE67833	2015	no	no
GSE67835	2015	no	no
GSE67980	2015	no	no
GSE68103	2015	no	no
GSE68596	2015	no	no
GSE68625	2015	no	no
GSE68920	2015	no	no
GSE68981	2015	no	no
GSE69292	2015	no	no
GSE69405	2015	no	no
GSE69761	2015	no	no
GSE69790	2015	no	no
GSE69926	2015	no	no
GSE69970	2015	no	no
GSE70245	2015	no	no
GSE70580	2015	no	no
GSE70608	2015	no	no
GSE70630	2015	no	no
GSE70657	2015	no	no
GSE70713	2015	no	no
GSE70798	2015	yes	meta
GSE70844	2015	no	no
GSE70930	2015	no	no
GSE71104	2015	no	no
GSE71315	2015	no	no
GSE71318	2015	no	no
GSE71453	2015	no	no
GSE71485	2015	no	no
GSE71585	2015	yes	meta
GSE71735	2015	no	no
GSE71794	2015	no	no
GSE71858	2015	no	no
GSE71982	2015	no	no
GSE72056	2015	no	no
GSE72059	2015	no	no
GSE72091	2015	no	no
GSE72612	2015	no	no
GSE72857	2015	no	no
GSE73122	2015	no	no
GSE73382	2015	no	no
GSE73574	2015	no	no
GSE73727	2015	no	no
GSE73861	2015	no	no
GSE74155	2015	no	no
GSE74207	2015	no	no
GSE74290	2015	no	no
GSE74360	2015	no	no
GSE74406	2015	no	no
GSE74450	2015	yes	meta
GSE74488	2015	no	no
GSE74533	2015	no	no
GSE74535	2015	no	no
GSE74594	2015	yes	meta
GSE74596	2015	yes	meta
GSE74639	2015	yes	meta
GSE74672	2015	no	no
GSE74720	2015	no	no
GSE74767	2015	no	no
GSE74792	2015	no	no
GSE74833	2015	no	no
GSE74923	2015	no	no
GSE75049	2015	no	no
GSE75140	2015	no	no
GSE75185	2015	no	no
GSE75187	2015	no	no
GSE75367	2015	no	meta
GSE75384	2015	no	no
GSE75386	2015	no	no
GSE75413	2015	no	no
GSE75417	2015	no	meta
GSE75478	2015	no	no
GSE75659	2015	no	no
GSE75688	2015	no	no
GSE75748	2015	no	meta
GSE75751	2015	no	no
GSE75790	2015	no	no
GSE75804	2015	no	no
GSE75901	2015	no	no
GSE76005	2015	no	no
GSE76026	2015	no	no
GSE76157	2015	no	no
GSE76184	2015	no	no
GSE76267	2015	no	no
GSE76284	2015	no	no
GSE76312	2015	yes	meta
GSE76314	2015	no	no
GSE76381	2015	no	no
GSE76408	2015	no	no
GSE76483	2016	no	no
GSE76579	2016	no	no
GSE76606	2016	no	no
GSE76871	2016	yes	meta
GSE76879	2016	no	no
GSE76881	2016	no	no
GSE77029	2016	no	no
GSE77067	2016	no	no
GSE77107	2016	no	no
GSE77288	2016	no	no
GSE77308	2016	no	no
GSE77564	2016	no	no
GSE77736	2016	no	no
GSE77740	2016	no	no
GSE77846	2016	no	no
GSE77847	2016	no	no
GSE77882	2016	no	no
GSE77944	2016	no	no
GSE77980	2016	no	no
GSE78045	2016	no	no
GSE78140	2016	no	no
GSE78307	2016	no	no
GSE78308	2016	no	no
GSE78309	2016	no	no
GSE78310	2016	no	no
GSE78311	2016	no	no
GSE78312	2016	no	no
GSE78313	2016	no	no
GSE78314	2016	no	no
GSE78318	2016	no	no
GSE78319	2016	no	no
GSE78322	2016	no	no
GSE78324	2016	no	no
GSE78326	2016	no	no
GSE78327	2016	no	no
GSE78328	2016	no	no
GSE78330	2016	no	no
GSE78331	2016	no	no
GSE78332	2016	no	no
GSE78333	2016	no	no
GSE78334	2016	no	no
GSE78336	2016	no	no
GSE78339	2016	no	no
GSE78341	2016	no	no
GSE78342	2016	no	no
GSE78343	2016	no	no
GSE78346	2016	no	no
GSE78347	2016	no	no
GSE78348	2016	no	no
GSE78349	2016	no	no
GSE78350	2016	no	no
GSE78352	2016	no	no
GSE78353	2016	no	no
GSE78354	2016	no	no
GSE78355	2016	no	no
GSE78356	2016	no	no
GSE78361	2016	no	no
GSE78362	2016	no	no
GSE78363	2016	no	no
GSE78365	2016	no	no
GSE78366	2016	no	no
GSE78367	2016	no	no
GSE78368	2016	no	no
GSE78373	2016	no	no
GSE78375	2016	no	no
GSE78376	2016	no	no
GSE78377	2016	no	no
GSE78379	2016	no	no
GSE78381	2016	no	no
GSE78383	2016	no	no
GSE78385	2016	no	no
GSE78386	2016	no	no
GSE78387	2016	no	no
GSE78388	2016	no	no
GSE78389	2016	no	no
GSE78394	2016	no	no
GSE78397	2016	no	no
GSE78398	2016	no	no
GSE78400	2016	no	no
GSE78401	2016	no	no
GSE78402	2016	no	no
GSE78407	2016	no	no
GSE78408	2016	no	no
GSE78410	2016	no	no
GSE78412	2016	no	no
GSE78414	2016	no	no
GSE78417	2016	no	no
GSE78420	2016	no	no
GSE78421	2016	no	no
GSE78424	2016	no	no
GSE78425	2016	no	no
GSE78426	2016	no	no
GSE78427	2016	no	no
GSE78428	2016	no	no
GSE78430	2016	no	no
GSE78432	2016	no	no
GSE78434	2016	no	no
GSE78435	2016	no	no
GSE78436	2016	no	no
GSE78439	2016	no	no
GSE78440	2016	no	no
GSE78442	2016	no	no
GSE78443	2016	no	no
GSE78445	2016	no	no
GSE78447	2016	no	no
GSE78449	2016	no	no
GSE78451	2016	no	no
GSE78453	2016	no	no
GSE78454	2016	no	no
GSE78455	2016	no	no
GSE78457	2016	no	no
GSE78458	2016	no	no
GSE78460	2016	no	no
GSE78463	2016	no	no
GSE78466	2016	no	no
GSE78467	2016	no	no
GSE78471	2016	no	no
GSE78473	2016	no	no
GSE78475	2016	no	no
GSE78478	2016	no	no
GSE78479	2016	no	no
GSE78480	2016	no	no
GSE78482	2016	no	no
GSE78483	2016	no	no
GSE78486	2016	no	no
GSE78488	2016	no	no
GSE78489	2016	no	no
GSE78490	2016	no	no
GSE78494	2016	no	no
GSE78510	2016	no	no
GSE78521	2016	no	no
GSE78779	2016	no	no
GSE78845	2016	no	no
GSE78924	2016	no	no
GSE78954	2016	no	no
GSE78968	2016	no	no
GSE79096	2016	no	no
GSE79102	2016	no	no
GSE79108	2016	no	no
GSE79136	2016	no	no
GSE79137	2016	no	no
GSE79161	2016	no	no
GSE79280	2016	no	no
GSE79283	2016	no	no
GSE79306	2016	no	no
GSE79363	2016	no	no
GSE79374	2016	no	no
GSE79380	2016	no	no
GSE79435	2016	no	no
GSE79436	2016	no	no
GSE79457	2016	no	no
GSE79510	2016	no	no
GSE79578	2016	no	no
GSE79651	2016	no	no
GSE79812	2016	no	no
GSE79818	2016	no	no
GSE79866	2016	no	no
GSE79920	2016	yes	meta
GSE80032	2016	no	no
GSE80168	2016	no	no
GSE80212	2016	no	no
GSE80280	2016	no	no
GSE80297	2016	no	no
GSE80551	2016	no	no
GSE80810	2016	no	no
GSE81076	2016	no	no
GSE81197	2016	no	no
GSE81233	2016	no	no
GSE81252	2016	no	no
GSE81275	2016	no	no
GSE81335	2016	no	no
GSE81383	2016	no	no
GSE81412	2016	no	no
GSE81444	2016	no	no
GSE81475	2016	no	no
GSE81505	2016	no	no
GSE81547	2016	no	no
GSE81585	2016	no	no
GSE81608	2016	no	no
GSE81671	2016	no	no
GSE81673	2016	no	no
GSE81682	2016	no	no
GSE81730	2016	no	no
GSE81747	2016	no	no
GSE81748	2016	no	no
GSE81749	2016	no	no
GSE81750	2016	no	no
GSE81812	2016	no	no
GSE81848	2016	yes	object
GSE81861	2016	no	no
GSE81905	2016	yes	object
GSE82070	2016	no	no
GSE82174	2016	no	no
GSE82187	2016	no	no
GSE83139	2016	no	no
GSE83142	2016	no	no
GSE83146	2016	no	no
GSE83372	2016	no	no
GSE83450	2016	no	no
GSE83533	2016	no	no
GSE83948	2016	no	no
GSE84133	2016	no	no
GSE84323	2016	no	no
GSE84324	2016	no	no
GSE84465	2016	no	no
GSE84498	2016	no	no
GSE84686	2016	no	no
GSE84705	2016	no	no
GSE84714	2016	no	no
GSE84789	2016	no	no
GSE84915	2016	no	no
GSE85066	2016	no	no
GSE85111	2016	no	no
GSE85152	2016	no	no
GSE85154	2016	no	no
GSE85183	2016	no	no
GSE85234	2016	no	no
GSE85241	2016	no	no
GSE85477	2016	no	no
GSE85527	2016	no	no
GSE85534	2016	no	no
GSE85575	2016	no	no
GSE85627	2016	no	no
GSE85721	2016	no	no
GSE85755	2016	no	no
GSE85783	2016	no	no
GSE85875	2016	no	no
GSE85908	2016	yes	meta
GSE85917	2016	no	no
GSE85951	2016	no	no
GSE85954	2016	no	no
GSE86023	2016	no	no
GSE86028	2016	no	no
GSE86030	2016	no	no
GSE86031	2016	no	no
GSE86039	2016	no	no
GSE86101	2016	no	no
GSE86102	2016	no	no
GSE86103	2016	no	no
GSE86104	2016	no	no
GSE86146	2016	no	no
GSE86153	2016	no	no
GSE86175	2016	no	no
GSE86192	2016	no	no
GSE86207	2016	yes	meta
GSE86225	2016	no	no
GSE86310	2016	no	no
GSE86473	2016	no	no
GSE86479	2016	no	no
GSE86618	2016	no	no
GSE86894	2016	no	no
GSE86929	2016	no	no
GSE86997	2016	no	no
GSE87038	2016	no	no
GSE87069	2016	no	no
GSE87195	2016	no	no
GSE87237	2016	no	no
GSE87293	2016	no	no
GSE87375	2016	no	no
GSE87544	2016	yes	object
GSE87631	2016	no	no
GSE87641	2016	no	no
GSE87692	2016	no	no
GSE87720	2016	no	no
GSE87725	2016	no	no
GSE87795	2016	no	no
GSE87849	2016	no	no
GSE87944	2016	no	no
GSE87945	2016	no	no
GSE88550	2016	no	no
GSE88567	2016	no	no
GSE88814	2016	no	no
GSE88850	2016	no	no
GSE88926	2016	no	no
GSE88927	2016	no	no
GSE88953	2016	no	no
GSE89164	2016	no	no
GSE89232	2016	no	no
GSE89263	2016	no	no
GSE89285	2016	no	no
GSE89322	2016	no	no
GSE89379	2016	no	no
GSE89405	2016	no	no
GSE89477	2016	no	no
GSE89497	2016	no	no
GSE89503	2016	no	no
GSE89549	2016	no	no
GSE89567	2016	no	no
GSE89754	2016	no	no
GSE89798	2016	no	no
GSE89885	2016	no	no
GSE89900	2016	no	no
GSE89910	2016	no	no
GSE90014	2016	no	no
GSE90047	2016	no	no
GSE90063	2016	no	no
GSE90140	2016	no	no
GSE90488	2016	no	no
GSE90546	2016	no	no
GSE90553	2016	no	no
GSE90683	2016	no	no
GSE90697	2016	no	no
GSE90734	2016	no	no
GSE90742	2016	no	no
GSE90797	2016	no	no
GSE90806	2016	no	no
GSE90813	2016	no	no
GSE90822	2016	no	no
GSE90824	2016	no	no
GSE90847	2016	no	no
GSE90848	2016	yes	meta
GSE90856	2016	no	no
GSE90860	2016	no	no
GSE90975	2016	no	no
GSE91063	2016	no	no
GSE91395	2016	no	no
GSE92247	2016	no	no
GSE92274	2016	no	no
GSE92276	2016	no	no
GSE92332	2016	no	no
GSE92432	2016	no	no
GSE92464	2016	no	no
GSE92465	2016	no	no
GSE92495	2016	no	no
GSE92541	2016	no	no
GSE92542	2016	no	no
GSE92575	2016	yes	meta
GSE92622	2016	no	no
GSE92650	2016	no	no
GSE92699	2016	no	no
GSE92707	2016	no	no
GSE92842	2016	no	no
GSE92865	2016	no	no
GSE92872	2016	no	no
GSE93156	2017	no	no
GSE93374	2017	yes	meta
GSE93421	2017	no	no
GSE93524	2017	no	no
GSE93530	2017	no	no
GSE93593	2017	no	no
GSE93722	2017	no	no
GSE93801	2017	no	no
GSE93811	2017	no	no
GSE94054	2017	yes	meta
GSE94087	2017	no	no
GSE94333	2017	no	no
GSE94383	2017	no	no
GSE94555	2017	no	meta
GSE94579	2017	no	no
GSE94641	2017	no	no
GSE94813	2017	no	no
GSE94820	2017	no	no
GSE94883	2017	no	no
GSE94920	2017	no	no
GSE94957	2017	no	no
GSE95021	2017	no	no
GSE95025	2017	no	no
GSE95093	2017	no	no
GSE95133	2017	yes	meta
GSE95140	2017	no	no
GSE95155	2017	no	no
GSE95157	2017	no	no
GSE95194	2017	no	no
GSE95435	2017	no	no
GSE95446	2017	no	no
GSE95450	2017	no	no
GSE95542	2017	no	no
GSE95601	2017	yes	meta
GSE95701	2017	yes	meta
GSE95723	2017	no	no
GSE95736	2017	no	no
GSE96045	2017	no	no
GSE96066	2017	no	no
GSE96104	2017	no	no
GSE96105	2017	no	no
GSE96106	2017	no	no
GSE96569	2017	no	no
GSE96583	2017	no	no
GSE96630	2017	no	no
GSE96638	2017	no	no
GSE96674	2017	no	no
GSE96675	2017	no	no
GSE96772	2017	no	no
GSE96819	2017	no	no
GSE96827	2017	no	no
GSE96981	2017	no	no
GSE96986	2017	no	no
GSE96993	2017	no	no
GSE97037	2017	no	no
GSE97080	2017	no	no
GSE97160	2017	no	no
GSE97168	2017	yes	meta
GSE97213	2017	no	no
GSE97310	2017	no	no
GSE97381	2017	no	no
GSE97390	2017	no	no
GSE97519	2017	no	no
GSE97564	2017	no	no
GSE97655	2017	no	no
GSE97679	2017	no	no
GSE97681	2017	no	no
GSE97693	2017	no	no
GSE97726	2017	no	no
GSE97727	2017	no	no
GSE97848	2017	no	no
GSE97849	2017	no	no
GSE97881	2017	no	no
GSE97941	2017	no	meta
GSE97942	2017	no	no
GSE97955	2017	no	no
GSE98011	2017	no	no
GSE98048	2017	no	no
GSE98052	2017	no	no
GSE98131	2017	no	no
GSE98145	2017	no	no
GSE98201	2017	no	no
GSE98415	2017	no	no
GSE98440	2017	no	no
GSE98451	2017	no	no
GSE98556	2017	no	no
GSE98561	2017	yes	object
GSE98567	2017	no	no
GSE98569	2017	no	no
GSE98587	2017	no	no
GSE98638	2017	no	no
GSE98644	2017	no	no
GSE98664	2017	no	no
GSE98679	2017	yes	meta
GSE98734	2017	yes	meta
GSE98794	2017	no	no
GSE98816	2017	no	no
GSE98852	2017	no	no
GSE98971	2017	no	no
GSE99058	2017	no	no
GSE99093	2017	yes	object
GSE99095	2017	no	no
GSE99187	2017	no	no
GSE99210	2017	no	no
GSE99211	2017	no	no
GSE99235	2017	no	no
GSE99251	2017	yes	meta
GSE99254	2017	no	no
GSE99255	2017	no	no
GSE99258	2017	no	no
GSE99305	2017	no	no
GSE99330	2017	no	no
GSE99457	2017	no	no
GSE99701	2017	no	no
GSE99714	2017	no	no
GSE99735	2017	no	no
GSE99765	2017	yes	meta
GSE99778	2017	no	no
GSE99786	2017	no	no
GSE99795	2017	no	no
GSE99822	2017	no	no
GSE99846	2017	no	no
GSE99866	2017	no	no
GSE99888	2017	no	no
GSE99909	2017	no	no
GSE99915	2017	no	no
GSE99951	2017	no	no
GSE99989	2017	no	no
